feature,snull
PU002_3,1.0
PU003_3A,100000.0
PU004_3A,5001.0
PU005_3A,99999996.0
PU022_3A,2014.0
PU003_3B,100000.0
PU004_3B,1.0
PU005_3B,99999996.0
PU006_3B,98.0
PU022_3B,2016.0
PU010_4,8.0
PU001_4,1.0
PU002_4,1.0
PU003_4A,18000.0
PU003_4B,60000.0
PU022_4B,2016.0
PU010_5,8.0
PU001_5,1.0
PU002_5,1.0
PU003_5A,100000.0
PU004_5A,125001.0
PU005_5A,249999.0
PU022_5A,2014.0
PU003_5B,0.0
PU010_6,8.0
PU001_6,1.0
PU002_6,3.0
PU003_6A,999998.0
PU004_6A,50001.0
PU005_6A,149999.0
PU022_6A,2014.0
PU003_6B,150000.0
PU004_6B,1.0
PU005_6B,299999.0
PU022_6B,2016.0
PU010_7,7.0
PU001_7,1.0
PU002_7,1.0
PU003_7A,999998.0
PU004_7A,1.0
PU005_7A,99999996.0
PU022_7A,2014.0
PU003_7B,40000.0
PU004_7B,10001.0
PU005_7B,99999.0
PU022_7B,2016.0
PU010_8,8.0
PU001_8,1.0
PU002_8,1.0
PU003_8A,9999998.0
PU004_8A,60001.0
PU005_8A,449999.0
PU006_8A,98.0
PU022_8A,2014.0
PU003_8B,99999998.0
PU004_8B,1.0
PU005_8B,99999996.0
PU006_8B,98.0
PU022_8B,2016.0
PU010_9,8.0
PU001_9,1.0
PU002_9,3.0
PU003_9A,9999998.0
PU004_9A,100001.0
PU005_9A,399999.0
PU006_9A,98.0
PU022_9A,2014.0
PU003_9B,99999998.0
PU004_9B,100001.0
PU005_9B,399999.0
PU006_9B,98.0
PU022_9B,2016.0
PU010_10,8.0
PU001_10,1.0
PU002_10,3.0
PU003_10A,200000.0
PU004_10A,10001.0
PU005_10A,99999.0
PU022_10A,2014.0
PU003_10B,200000.0
PU022_10B,2016.0
PU010_11,8.0
PU001_11,5.0
PU002_11,3.0
PU003_11A,99999998.0
PU004_11A,1.0
PU005_11A,99999996.0
PU006_11A,98.0
PU022_11A,2014.0
PU003_11B,9999998.0
PU004_11B,1.0
PU005_11B,99999996.0
PU006_11B,98.0
PU022_11B,2016.0
PU010_12,18.0
PU001_12,1.0
PU002_12,1.0
PU003_12A,9999998.0
PU004_12A,1.0
PU005_12A,99999996.0
PU006_12A,99.0
PU022_12A,2014.0
PU003_12B,300000.0
PU004_12B,1.0
PU005_12B,99999996.0
PU006_12B,99.0
PU022_12B,2016.0
PU010_13,17.0
PU001_13,1.0
PU002_13,1.0
PU003_13A,999998.0
PU004_13A,20001.0
PU005_13A,99999996.0
PU022_13A,2014.0
PU003_13B,120000.0
PU004_13B,100001.0
PU022_13B,2016.0
PU010_14,16.0
PU001_14,1.0
PU002_14,5.0
PU003_14A,999999.0
PU003_14B,999999.0
PU010_15,16.0
PU001_15,1.0
PU002_15,1.0
PU003_15A,175000.0
PU003_15B,135000.0
PU010_16,16.0
PU001_16,5.0
PU002_16,3.0
PU003_16A,75000.0
PU022_16A,2014.0
PU003_16B,350000.0
PU022_16B,2016.0
PU010_17,17.0
PU001_17,1.0
PU002_17,1.0
PU003_17A,9999998.0
PU004_17A,1.0
PU005_17A,99999996.0
PU006_17A,98.0
PU022_17A,2014.0
PU003_17B,150000.0
PU004_17B,50001.0
PU005_17B,149999.0
PU022_17B,2016.0
PU010_18,17.0
PU001_18,5.0
PU002_18,1.0
PU003_18A,60000.0
PU004_18A,75001.0
PU005_18A,149999.0
PU022_18A,2014.0
PU003_18B,50000.0
PU022_18B,2016.0
PFIN_RHP,56721010.0
PFAM_RHP,34768530.0
PCS_RHP,56753010.0
PMARST,1.0
PPRVIWMO,4.0
PPRVIWYR,2014.0
PRVIW,14.0
PMARSTD,1.0
PMARSTP,1.0
PPARTNR,0.0
P_CPL,1.0
PHASNEWP,0.0
PFP001,5.0
PFP002,91.0
PFP003,5.0
PFP004,1.0
PFP006,93.0
PFP007,2.0
PFP008,2011.0
PFP009,1.0
PFP010,1.0
PFP011,5.0
PFP012,88.0
PFP013,5.0
PFP014,1.0
PFP016,998.0
PFP017,98.0
PFP018,2011.0
PFP019,5.0
PFP020,5.0
PFP021,1.0
PFP022,5.0
PFP023,5.0
PFP024,1.0
PFP025,1.0
PFP026,1.0
PFP027,2.0
PFP029,602
PFP035,5.0
PFP038,1.0
PFP039,2.0
PFP041,1.0
PFP042,2.0
PFP043,2.0
PFP045,601
PFP046,1.0
PFP050,3.0
PFP051,5.0
PFP054,1.0
PFP055,2.0
PFP057,5.0
PFP058,3.0
PFP059,2.0
PFP061,602
PFP067,5.0
PFP070,1.0
PFP071,2.0
PFP073,0.0
PFP074,5.0
PFP075,1.0
PFP076,0.0
PFP077,1.0
PFP078,2.0
PFP080,1.0
PFP081,1.0
PFP104,5.0
PFP107_1,500.0
PFP109_1,5001.0
PFP110_1,99999996.0
PFP112,5.0
PFP117_1,601
PFP119,5.0
PFP122_1,9998.0
PFP124_1,0.0
PFP125_1,199.0
PFP127_1,0.0
PFP129_1,0.0
PFP130_1,199.0
PFP132,5.0
PFP137_1,601
PFP137_2,601
PFP139,5.0
PFP142_1,9998.0
PFP142_2,0.0
PFP144_1,501.0
PFP145_1,5000.0
PFP147_1,0.0
PFP149_1,0.0
PFP150_1,5000.0
PFP152,5.0
PFP154_1,500.0
PFP156_1,5001.0
PFP157_1,99999996.0
PFP036M,8.0
PFP052M,5.0
PFP068M,5.0
PFP105M1,1.0
PFP113M1,1.0
PFP1141A,603
PFP1141B,606
PFP1141C,608
PFP1141D,607
PFP1141E,601
PFP120M1,1.0
PFP133M1,1.0
PFP133M2,2.0
PFP1351A,601
PFP1351B,603
PFP1351C,603
PFP1351D,655
PFP1352A,606
PFP1352B,604
PFP140M1,1.0
PFP140M2,1.0
PFP153M1,1.0
PER063,99998.0
PER065,0.0
PER066,199.0
PER067,98.0
PER068,99998.0
PER070,0.0
PER071,199.0
PER072,98.0
PJF478,1.0
PJFP478,1.0
PQR012,5.0
PQP012,5.0
PQR010,5.0
PQR011,5.0
PQR065,1.0
PQR075,1.0
PQR106,1.0
PQR114,1.0
PQR120,1.0
PQR165_1,1.0
PQR165_2,1.0
PQR165_3,1.0
PQR183,1.0
PQR216,1.0
PQR274,1.0
PQR465,5.0
PQR490_1,14.0
PQR490_2,19.0
PQR014,5.0
PQR015,99999998.0
PQR016,0.0
PQR017,99999996.0
PQR018,99.0
PQR019,1.0
PQR020,999998.0
PQR021,0.0
PQR022,99999996.0
PQR023,99.0
PQR024,5.0
PQR025,9999998.0
PQR026,0.0
PQR027,99999996.0
PQR028,99.0
PQR029,5.0
PQR030,999998.0
PQR031,0.0
PQR032,99999996.0
PQR033,99.0
PQR034,5.0
PQR035,500.0
PQR036,0.0
PQR037,99999996.0
PQR038,99.0
PQR066,6000.0
PQR067,0.0
PQR068,99999996.0
PQR069,99.0
PQR076,99998.0
PQR077,0.0
PQR078,99999996.0
PQR079,99.0
PQR085,9998.0
PQR086,0.0
PQR087,99999996.0
PQR088,99.0
PQR089,9998.0
PQR090,5.0
PQR121,99998.0
PQR122,0.0
PQR123,99999996.0
PQR124,99.0
PQR125,9998.0
PQR126,11.0
PQR217,5.0
PQR218,1.0
PQR220_1,99998.0
PQR220_2,99998.0
PQR221_1,0.0
PQR221_2,0.0
PQR222_1,99999996.0
PQR222_2,99999996.0
PQR223_1,99.0
PQR223_2,98.0
PQR224_1,1.0
PQR224_2,5.0
PQR225_1,5.0
PQR225_2,5.0
PQR226_1,5.0
PQR226_2,5.0
PQR227_1,9999998.0
PQR227_2,9999998.0
PQR228_1,0.0
PQR228_2,0.0
PQR229_1,99999996.0
PQR229_2,99999996.0
PQR230_1,98.0
PQR230_2,98.0
PQR231_1,9998.0
PQR231_2,1998.5
PQR232_1,2.0
PQR232_2,2.0
PQR233_1,5.0
PQR233_2,5.0
PQR234_1,1.0
PQR234_2,1.0
PQR235_1,98.0
PQR235_2,98.0
PQR236_1,1.0
PQR236_2,1.0
PQR238,9998.0
PQR239,0.0
PQR240,99999996.0
PQR241,99.0
PQR242,5.0
PQR275,5.0
PQR276,1.0
PQR278_1,0.0
PQR278_2,0.0
PQR279_1,0.0
PQR279_2,0.0
PQR280_1,99999996.0
PQR280_2,99999996.0
PQR281_1,99.0
PQR281_2,99.0
PQR524_1,1.0
PQR524_2,1.0
PQR525_1,500.0
PQR525_2,1000.0
PQR282_1,5.0
PQR282_2,5.0
PQR283_1,9998.0
PQR283_2,9998.0
PQR284_1,98.0
PQR284_2,1.0
PQR285_1,5.0
PQR285_2,5.0
PQR286_1,1.0
PQR286_2,1.0
PQR287_1,98.0
PQR287_2,98.0
PQR288_1,1.0
PQR288_2,1.0
PQR290,99998.0
PQR291,0.0
PQR292,99999996.0
PQR293,98.0
PQR526,1.0
PQR527,1500.0
PQR294,5.0
PQP014,5.0
PQP015,99999998.0
PQP016,0.0
PQP017,99999996.0
PQP018,98.0
PQP019,1.0
PQP020,999998.0
PQP021,0.0
PQP022,99999996.0
PQP023,99.0
PQP024,5.0
PQP025,9999998.0
PQP026,0.0
PQP027,99999996.0
PQP028,98.0
PQP029,5.0
PQP030,999998.0
PQP031,0.0
PQP032,2499.0
PQP033,99.0
PQP034,5.0
PQP035,9999998.0
PQP036,0.0
PQP037,99999996.0
PQP066,6000.0
PQP076,99998.0
PQP077,3001.0
PQP078,99999996.0
PQP085,9998.0
PQP086,0.0
PQP087,99999996.0
PQP088,99.0
PQP089,9998.0
PQP090,5.0
PQP121,99998.0
PQP122,0.0
PQP123,99999996.0
PQP124,99.0
PQP125,9998.0
PQP126,98.0
PQP217,5.0
PQP218,1.0
PQP220_1,99998.0
PQP220_2,99998.0
PQP221_1,0.0
PQP221_2,0.0
PQP222_1,99999996.0
PQP222_2,99999996.0
PQP223_1,99.0
PQP223_2,98.0
PQP224_1,1.0
PQP224_2,5.0
PQP225_1,5.0
PQP225_2,5.0
PQP226_1,5.0
PQP226_2,5.0
PQP227_1,9999998.0
PQP227_2,9999998.0
PQP228_1,0.0
PQP228_2,0.0
PQP229_1,99999996.0
PQP229_2,99999996.0
PQP230_1,98.0
PQP231_1,1995.0
PQP231_2,1995.0
PQP232_1,6.0
PQP232_2,1.0
PQP233_1,5.0
PQP233_2,5.0
PQP234_1,1.0
PQP234_2,1.0
PQP235_1,98.0
PQP235_2,98.0
PQP236_1,1.0
PQP236_2,1.0
PQP238,1300.0
PQP239,151.0
PQP240,399.0
PQP241,99.0
PQP242,1.0
PQP275,5.0
PQP276,1.0
PQP278_1,99998.0
PQP278_2,0.0
PQP279_1,0.0
PQP279_2,0.0
PQP280_1,99999996.0
PQP280_2,99999996.0
PQP281_1,99.0
PQP281_2,99.0
PQP524_1,5.0
PQP524_2,1.0
PQP525_1,500.0
PQP525_2,1000.0
PQP282_1,5.0
PQP282_2,5.0
PQP283_1,9998.0
PQP283_2,9998.0
PQP284_1,9.0
PQP284_2,2.0
PQP285_1,5.0
PQP285_2,5.0
PQP286_1,1.0
PQP286_2,1.0
PQP287_1,98.0
PQP287_2,98.0
PQP288_1,2.0
PQP288_2,1.0
PQP290,99999.0
PQP291,0.0
PQP293,99.0
PQP294,5.0
PJR478A,1.0
PJP478A,1.0
PQR015R,10000.0
PQR020R,3075.0
PQR025R,10000.0
PQR030R,1000.0
PQR035R,3000.0
PQP015R,10000.0
PQP020R,1100.0
PQP025R,10000.0
PQP030R,2000.0
PQP035R,600.0
PQ143R,3999.0
PQ157R,0.0
PQ326R,0.0
PQ340R,0.0
PQ354R,0.0
PQ366R,0.0
PQ381R,10000.0
PQ488_1R,10000.0
PQ488_1A,0.0
PQ488_1Y,0.0
PQ488_2R,100000.0
PQ488_2A,0.0
PQ488_2Y,0.0
PQ115R,80.0
PQ396R,9950.0
PQ107M,12.0
PQ107R,733.0
PQ107A,5992.0
PQ406R,0.0
PQ406M,0.0
PQ406A,0.0
PQ410R,16.0
PQ410M,12.0
PQ410A,0.0
PQR278M1,12.0
PQR278R1,1000.0
PQR278A1,0.0
PQP278M1,12.0
PQP278R1,0.0
PQP278A1,0.0
PQR220M1,12.0
PQR220R1,1900.0
PQR220A1,13680.0
PQP220M1,12.0
PQP220R1,750.0
PQP220A1,9000.0
PQR278M2,12.0
PQR278R2,0.0
PQR278A2,0.0
PQP278M2,12.0
PQP278R2,0.0
PQP278A2,0.0
PQR220M2,12.0
PQR220R2,3000.0
PQR220A2,11514.0
PQP220M2,12.0
PQP220R2,500.0
PQP220A2,6534.0
PQR290R,0.0
PQR290A,0.0
PQP290R,125.0
PQP290A,1500.0
PQR238R,0.0
PQR238A,0.0
PQP238R,1300.0
PQP238A,15600.0
PQR121M,12.0
PQR121R,133.0
PQR121A,12000.0
PQP121M,12.0
PQP121R,2000.0
PQP121A,85104.0
PQR066R,6000.0
PQP066R,6000.0
PQR076R,10000.0
PQP076R,10000.0
PQR085M,12.0
PQR085R,1200.0
PQR085A,18000.0
PQP085M,12.0
PQP085R,1500.0
PQP085A,18000.0
